[0.82734376, 1.1210631] 
[1.4652214, 1.4617753] 
[1.1866794, 1.5622015] 
[1.6296406, 1.3687044] 
[1.2265028, 1.3464917] 
[1.3945984, 1.1675682] 
[1.4231466, 1.1572363] 
[1.479237, 1.2448475] 
[1.1840737, 0.91391134] 
[1.4102821, 1.2546251] 
[1.4320343, 1.4952223] 
[1.6532538, 1.8520076] 
[1.2368217, 1.0937145] 
[1.2035344, 1.2377143] 
[1.3886212, 1.1725452] 
[1.3869166, 1.1866102] 
[1.4430449, 1.1905265] 
[1.4153664, 1.1844782] 
[1.553819, 1.3430471] 
[1.3923233, 1.1782656] 
[1.1876068, 1.3386052] 
[1.0950911, 1.1890886] 
[1.4181232, 1.2974921] 
[1.262949, 1.4032859] 
[1.3186247, 1.5283117] 
[1.1964102, 1.0294571] 
[1.2552204, 1.0978129] 
[1.2442431, 1.0943209] 
[1.3186785, 1.2036462] 
[1.2572849, 0.983896] 
[1.0269041, 0.9556248] 
[1.3635685, 1.2588838] 
[1.0931338, 1.3412843] 
[1.231015, 1.1532003] 
[1.1821384, 1.3146205] 
[1.2605999, 1.0225722] 
[1.6853607, 1.4177141] 
[1.2468636, 1.0083857] 
[1.3800557, 1.1402353] 
[1.438365, 1.1351433] 
[1.565806, 1.2018137] 
[1.0694649, 1.3601902] 
[1.254878, 1.0315226] 
[1.3241868, 1.3747036] 
[1.4574537, 1.433508] 
[1.3092093, 1.1348073] 
[1.4235424, 1.2334661] 
[1.1684936, 0.97243446] 
[1.3389788, 1.0930195] 
[1.49075, 1.2806112] 
[1.5188259, 1.635615] 
[1.2252731, 1.1730319] 
[1.1001394, 1.1393992] 
[1.2205386, 1.2908275] 
[1.2056631, 1.4100881] 
[1.0857253, 0.920801] 
[1.4893631, 1.2744374] 
[1.0895822, 0.8950021] 
[1.4182103, 1.2013392] 
[1.3196893, 1.1629822] 
[1.2813041, 1.1702237] 
[1.0869936, 1.2385285] 
[0.92463845, 1.0444145] 
[1.5568765, 1.3981032] 
[1.2810593, 1.1956491] 
[1.8225166, 1.5878346] 
[1.3109727, 1.1738794] 
[1.1147994, 0.8879804] 
