[1.1892128, 1.2271141] 
[1.25152, 1.2700238] 
[1.2004234, 1.651929] 
[1.4737341, 1.3186898] 
[1.1743866, 1.3685889] 
[1.3182405, 1.1160285] 
[1.5783432, 1.3783717] 
[1.2675128, 1.0380077] 
[1.3390061, 1.1742182] 
[1.285656, 1.0618871] 
[1.0973583, 1.4919674] 
[1.5170585, 1.6427915] 
[1.3666797, 1.2030907] 
[1.4230294, 1.2709862] 
[1.1826906, 1.2240605] 
[1.2511816, 1.0164393] 
[1.3106121, 1.1336379] 
[1.5664752, 1.2976314] 
[1.4273142, 1.19925] 
[1.3251097, 1.0651917] 
[1.2467923, 1.3247821] 
[1.450316, 1.4289529] 
[1.5975645, 1.6141798] 
[1.3434956, 1.1581707] 
[1.6938362, 1.5714821] 
[1.6677734, 1.4746633] 
[1.574194, 1.3340052] 
[1.3798342, 1.292248] 
[1.2894268, 1.1371579] 
[1.4422045, 1.1447283] 
[1.286557, 1.1368753] 
[1.0820693, 1.0999253] 
[1.2527472, 1.3607217] 
[1.2019849, 1.6157107] 
[1.304842, 1.4140003] 
[1.7453188, 1.5202079] 
[1.761451, 1.4521916] 
[1.1728423, 0.9694544] 
[1.3508321, 1.2108288] 
[1.2645173, 1.1595106] 
[1.0778813, 1.1923773] 
[1.0664358, 1.1607594] 
[1.4861679, 1.2451006] 
[1.3420527, 1.3461787] 
[1.1796417, 1.1075943] 
[1.8468668, 1.5746782] 
[1.3134704, 1.194081] 
[1.4746928, 1.2919292] 
[1.046423, 0.92326665] 
[0.9994551, 0.83674026] 
[1.0910851, 1.0220997] 
[1.2954656, 1.5578272] 
[1.3466779, 1.6461271] 
[1.254733, 1.4092144] 
[1.0839758, 1.1489419] 
[1.4570138, 1.2173736] 
[1.453449, 1.1489298] 
[1.479772, 1.2702633] 
[1.3936362, 1.1445794] 
[1.5899576, 1.2975827] 
[1.0256109, 1.4357201] 
[1.5596318, 1.5316324] 
[1.4749569, 1.249436] 
[1.3862609, 1.1835343] 
[1.5614045, 1.5077175] 
[2.0227418, 1.7072599] 
[1.1270163, 0.8491274] 
[1.3881748, 1.1576952] 
[1.9385624, 1.5851574] 
[1.1607711, 0.98324585] 
[1.5278046, 1.331069] 
[1.3278415, 1.2054647] 
[1.1967372, 1.4416857] 
[1.2552677, 1.1952585] 
[1.4775294, 1.4749707] 
[1.6604517, 1.3861636] 
[1.2218897, 1.0515523] 
[1.5270052, 1.2782476] 
[1.1767354, 1.0479794] 
[1.3886106, 1.098789] 
[1.2646589, 1.2641027] 
[1.3980324, 1.1769468] 
[1.6709752, 1.5742598] 
[1.3717777, 1.669344] 
[1.2983515, 1.4070351] 
[1.1545492, 1.0648386] 
[1.3781598, 1.2250915] 
[1.5712852, 1.3612653] 
[1.308589, 1.065512] 
[1.1253494, 0.9670472] 
[1.3776351, 1.4947523] 
[1.0759891, 1.4686021] 
[1.7473669, 1.3884928] 
[1.3316873, 1.4092339] 
[1.186573, 1.1153429] 
[1.4750285, 1.268343] 
[1.5272346, 1.2614923] 
[1.7526398, 1.4643667] 
[1.4300156, 1.1155777] 
[1.422439, 1.1481986] 
[1.2947702, 1.2105746] 
[1.0514916, 1.1125598] 
[1.6251523, 1.5315726] 
[0.92660344, 1.0924047] 
[1.3307691, 1.293036] 
[1.3516854, 1.2164397] 
[1.5872099, 1.3431826] 
[1.652789, 1.4241443] 
[1.2014228, 0.9594767] 
[1.1167948, 0.8416021] 
[1.7382939, 1.6628437] 
[1.4107955, 1.6280831] 
[1.3392341, 1.2683587] 
[1.470533, 1.4781101] 
[1.2360895, 1.4615209] 
[1.5485458, 1.2347887] 
[1.359868, 1.0908341] 
[1.131505, 0.95926857] 
[1.46085, 1.2169627] 
[1.3605169, 1.1468549] 
[1.4744103, 1.5256569] 
[1.5126903, 1.5063875] 
[1.1845894, 1.6051836] 
[1.4394736, 1.3723812] 
[1.311832, 1.4695382] 
[1.5530304, 1.3047082] 
[1.13691, 0.87629366] 
[1.5210598, 1.306344] 
[1.1414325, 0.87894976] 
[1.2578919, 1.071821] 
[1.3979176, 1.0593235] 
[1.118818, 1.2286756] 
[1.119676, 1.3868456] 
[1.4010425, 1.24843] 
[1.4636441, 1.198081] 
[1.5505536, 1.215978] 
[1.2975295, 1.0424483] 
[1.5267648, 1.2673495] 
[1.4099163, 1.1682289] 
[1.4090838, 1.1466904] 
[1.3818613, 1.0822341] 
[1.7096683, 1.3260612] 
[1.5306389, 1.4938316] 
[1.4059653, 1.1786819] 
