[1.1572351, 1.1468992] 
[0.99879104, 1.0626749] 
[0.9737089, 1.0098195] 
[1.0978003, 1.0657146] 
[1.10815, 1.0632076] 
[1.036017, 0.9394847] 
[1.103176, 1.0146116] 
[1.0116689, 0.8437549] 
[1.0932174, 1.0291011] 
[1.086838, 0.9736959] 
[1.1399779, 1.0946788] 
[1.051455, 1.00293] 
[1.1314156, 1.1158023] 
[1.1016932, 1.0890806] 
[1.0332556, 1.1337057] 
[1.0382595, 0.90016395] 
[0.99322915, 0.87507546] 
[1.0364214, 0.8819021] 
[1.0342085, 0.92495143] 
[1.2882162, 1.0898473] 
[1.0945845, 1.176868] 
[1.092129, 1.0379076] 
[1.1910439, 1.1889397] 
[0.92571354, 0.91155314] 
[0.9535523, 1.0021768] 
[1.1004883, 0.9892149] 
[0.994492, 0.85618377] 
[1.3022742, 1.1699517] 
[1.2296977, 1.0935855] 
[1.1328073, 0.98523074] 
[1.2052885, 1.1299535] 
[0.89250124, 0.9590583] 
[1.200665, 1.1508703] 
[1.1707033, 1.0562541] 
[1.0590547, 0.94990873] 
[1.0597832, 0.9793253] 
[1.040615, 0.9258886] 
[1.0298245, 0.9316027] 
[1.1766456, 0.96744716] 
[1.0706229, 0.93997514] 
[1.1028367, 1.129658] 
[1.0616555, 1.0182883] 
[0.9056455, 0.8930059] 
[1.0492307, 1.0708696] 
[1.1696165, 1.3548774] 
[0.9666594, 0.88186264] 
[1.2840254, 1.1279587] 
[1.1616225, 1.0314724] 
[1.125129, 1.009018] 
[1.0995755, 0.9112816] 
[1.1738292, 1.1661888] 
[1.1422908, 1.1044937] 
[1.251813, 1.076895] 
[1.0628117, 1.1293284] 
[1.041759, 1.1473677] 
[1.1536843, 1.0371836] 
[1.2249732, 1.1155393] 
[1.2414668, 1.1051157] 
[1.0145801, 0.88736105] 
[1.0954903, 0.9941713] 
[1.2016667, 1.027368] 
[1.1196004, 0.9444994] 
[0.99419934, 1.1281636] 
[1.0153127, 1.0264361] 
[1.1918375, 1.1185488] 
[1.3562219, 1.1630573] 
[1.0322407, 0.9345056] 
[1.1446979, 1.019003] 
[1.1050022, 0.9953653] 
[1.0877757, 0.94216514] 
[0.98753977, 1.0296061] 
[0.9528323, 0.8946576] 
[1.0969125, 1.0776616] 
[1.030577, 1.0100596] 
[0.96976864, 1.0465113] 
[1.0677347, 0.9167361] 
[1.1931963, 1.0585232] 
[1.1936741, 1.0701213] 
[1.160203, 1.0614394] 
[1.1314182, 0.9650834] 
[1.142471, 1.149776] 
[1.093751, 1.0035888] 
[1.1145263, 1.1452639] 
[1.0089071, 0.93929017] 
[1.2015376, 1.0259539] 
[0.9609195, 0.84636945] 
[0.9771906, 0.9285721] 
[1.1717545, 1.068958] 
[1.1019604, 1.010319] 
[0.98940635, 0.8777729] 
[1.2010133, 1.1110461] 
[1.0028265, 0.93484795] 
[1.175802, 1.0661445] 
[1.0228798, 1.0691187] 
[1.1913285, 1.1907945] 
[1.1415693, 1.0393763] 
[0.98497486, 0.9051022] 
[1.0445805, 0.9491961] 
[1.0725858, 0.9712565] 
[0.9997217, 0.91988754] 
[1.0236083, 1.0632457] 
[1.1617444, 1.134643] 
[1.0409131, 0.9693533] 
[0.94508076, 0.97480917] 
[1.060791, 0.9949769] 
[1.1763321, 1.0413661] 
[1.0946424, 0.9422441] 
[1.1436234, 1.0176647] 
[1.1946114, 1.044147] 
[1.0624459, 0.92049444] 
[1.1982625, 1.0929136] 
[1.0397153, 0.9947277] 
[1.1178967, 0.9973382] 
[1.1979885, 1.094226] 
[1.0754378, 1.1271574] 
[1.0862695, 0.8742976] 
[1.3049684, 1.0786825] 
[1.1242683, 0.9288588] 
[1.2953621, 1.1246545] 
[1.0228074, 0.89040834] 
[0.95457286, 1.0415678] 
[1.0118651, 1.0689552] 
[1.1678287, 0.9152844] 
[1.2045667, 1.2484375] 
[1.1710007, 1.2136809] 
[1.1674913, 1.0462871] 
[0.9589735, 0.82371664] 
[1.0834605, 0.950678] 
[1.2105978, 1.0581441] 
[1.1516416, 1.0121675] 
[1.2804102, 1.1655713] 
[0.9541546, 0.9832767] 
[1.0722109, 0.9521864] 
[0.912095, 0.97296524] 
[1.0679872, 0.95716625] 
[1.0766709, 0.9601251] 
[1.1639783, 1.0217792] 
[0.96125185, 0.80699086] 
[1.156842, 0.9959017] 
[1.1967454, 1.1112249] 
[1.0586907, 1.1346835] 
[0.95967346, 1.0108318] 
[1.119265, 1.1464565] 
[1.123556, 1.1890922] 
[1.2224933, 1.1250539] 
[1.1204414, 1.0221573] 
[1.0880504, 0.9810376] 
[0.99242264, 0.9025291] 
[1.1812515, 1.0659359] 
[1.1419967, 1.0158739] 
[1.0317495, 1.011462] 
[1.1301789, 1.0724595] 
[1.1084791, 1.061955] 
[1.133534, 1.0066881] 
[1.0006818, 1.0112033] 
[1.0041162, 0.93470633] 
[1.0743622, 0.9750297] 
[1.1225677, 1.0530161] 
[1.0228579, 0.93014634] 
[1.0358474, 0.9375639] 
[1.0005623, 1.0081201] 
[1.0786241, 1.1242005] 
[0.9831488, 0.92048] 
[1.0036064, 0.84429264] 
[1.0359685, 1.0386286] 
[1.1972109, 1.131319] 
[1.0986906, 0.98829937] 
[1.131269, 1.0330341] 
[1.0500963, 0.9561733] 
[1.0926709, 0.9728184] 
[1.0202557, 0.90334874] 
[1.109693, 1.1099758] 
[1.0997428, 1.0408584] 
[1.0524855, 1.0962584] 
[1.0221326, 1.0173529] 
[1.0475838, 0.9653209] 
[1.166513, 1.0426638] 
[1.2191659, 1.0303628] 
[1.0400791, 0.87950313] 
[1.1104307, 1.0172538] 
[1.2600152, 1.2510419] 
[1.178062, 1.0382745] 
[0.96357125, 1.0433434] 
[1.0095457, 0.97782004] 
[1.0918415, 1.1336945] 
[1.1671877, 1.0290436] 
[1.0674593, 0.9897033] 
[1.1129464, 0.9516901] 
[1.0893095, 0.97992384] 
[0.9988977, 0.8741671] 
[1.1647806, 1.1361483] 
[1.1467934, 1.1022086] 
[1.1115526, 1.1004546] 
[1.1821792, 1.1774602] 
[1.0675504, 0.9972893] 
[1.0635155, 0.899076] 
[1.0746787, 0.9299499] 
[1.1348803, 0.99440914] 
[1.1067017, 0.9955166] 
[1.1949747, 1.0346578] 
[0.95016176, 1.068594] 
[1.1319145, 0.99853325] 
[1.0897783, 1.1241815] 
[1.0572319, 1.0631881] 
[1.0157444, 0.965991] 
[1.0126488, 0.9213537] 
[1.0626028, 0.9564451] 
[1.0503373, 0.9763218] 
[1.0058227, 0.9253057] 
[1.1702056, 1.024002] 
[1.025116, 1.0107474] 
[1.0105157, 1.0512326] 
[1.2329813, 1.1946633] 
[1.206459, 1.2859844] 
[0.914183, 0.85650814] 
[1.061089, 0.9523564] 
[1.0256138, 0.88933015] 
[1.0946419, 0.975177] 
[1.051141, 0.906283] 
[1.0514946, 0.9215862] 
[1.3685606, 1.231731] 
[1.1014695, 1.158041] 
[1.0452882, 0.9819526] 
[1.1025577, 1.1451433] 
[0.99055684, 1.0071138] 
[1.0703139, 0.8967848] 
[1.0139356, 0.87245554] 
[1.0839419, 0.9115263] 
[1.1727318, 0.98350346] 
[1.0580531, 0.82780397] 
[1.0196517, 1.1328161] 
[1.0379094, 1.0288618] 
[0.97875285, 0.8618362] 
[1.2230661, 1.1317079] 
[1.1185987, 1.0795519] 
[1.5091307, 1.2506831] 
[1.1189568, 0.9916591] 
[1.0571594, 0.9294319] 
[0.98919654, 0.8549125] 
[1.0588524, 0.99903274] 
[1.0877209, 1.1303122] 
[1.0303826, 1.0418726] 
[1.1519963, 1.1713445] 
[0.94535697, 0.8571465] 
[1.0291463, 1.0745031] 
[1.0530376, 0.9626547] 
[1.1672351, 1.052142] 
[1.2068403, 1.0637087] 
[1.170176, 1.0465467] 
[1.05055, 0.95862] 
[0.9485599, 1.055658] 
[1.184618, 1.0681026] 
[1.1977857, 1.1983513] 
[1.2337856, 1.1222904] 
[1.0581627, 0.9474454] 
[0.97978795, 0.90550005] 
[1.110471, 0.97496754] 
[1.0623951, 0.9462313] 
[1.2609844, 1.1566784] 
[0.92494637, 0.83194834] 
[0.8949089, 0.8830833] 
[1.1833549, 1.1380067] 
[1.1019611, 1.0311854] 
[1.1587201, 1.0059538] 
[1.0883362, 1.0530852] 
[1.0552843, 0.9268805] 
[1.142426, 0.98638105] 
[1.0184507, 0.91107035] 
[1.0243634, 0.9314425] 
[0.92126405, 0.7944955] 
[1.4067001, 1.4312947] 
[1.0830183, 1.1387317] 
[1.208249, 1.1778752] 
[1.106834, 1.155917] 
[0.969159, 0.9701597] 
[1.1445346, 1.0100577] 
[1.1174716, 0.9619106] 
[1.1263067, 1.0114335] 
[1.1391851, 1.003376] 
[0.997787, 0.850487] 
[1.0412235, 1.042829] 
[1.3675253, 1.2426633] 
[1.0142747, 0.9655584] 
[1.1838493, 1.023679] 
[1.0240791, 1.0118684] 
[1.0468984, 0.931701] 
[1.06769, 0.897496] 
[1.3031347, 1.1672893] 
[0.84435916, 0.7478996] 
[0.9668411, 0.82574034] 
[1.2646422, 1.2785952] 
[1.0090688, 1.0017108] 
[1.2288463, 1.106296] 
[1.0358198, 1.0944598] 
[1.1761137, 1.1511036] 
[0.92695963, 0.82948613] 
[1.0320933, 0.92649907] 
[1.1543598, 1.0242488] 
[1.1744404, 1.03085] 
[1.1550596, 1.0176399] 
[1.1663731, 1.1228156] 
[1.1050178, 1.0389749] 
[1.0646968, 1.0342029] 
[1.0308669, 1.0637295] 
[1.2180691, 1.1856601] 
[1.0517797, 0.91905475] 
[0.9387146, 0.78550076] 
[1.1609585, 1.033759] 
[1.0813524, 0.9436753] 
[1.1013947, 0.95937085] 
[1.0885007, 0.9741606] 
[1.185338, 1.0151013] 
[0.80798286, 0.9290386] 
[1.0410999, 0.9987132] 
[1.2917064, 1.3282528] 
[1.200505, 1.0038285] 
[1.0921146, 0.9538089] 
[1.0466139, 0.9113716] 
[1.2962399, 1.1174269] 
[1.2163647, 1.0439016] 
[1.2010815, 1.0859342] 
[1.3122789, 1.1669066] 
[0.91873044, 0.9957029] 
[0.9162973, 0.9055444] 
[1.2650528, 1.221419] 
[1.0724576, 0.9125751] 
[1.2673924, 1.0511762] 
[1.1428595, 0.9867777] 
[1.0912309, 0.9761667] 
[1.1280046, 1.0298816] 
[1.0753934, 1.1586621] 
[0.9929694, 1.0237412] 
[0.9552618, 0.90731835] 
[1.0061209, 1.0223241] 
[1.1196562, 1.1536491] 
[1.0429417, 0.9360908] 
[1.0684643, 0.9821446] 
[0.98989075, 0.8963045] 
[1.198057, 1.0818441] 
[1.1858974, 1.095193] 
[1.191493, 1.2325573] 
[1.0633702, 1.0966674] 
[1.1633645, 1.0564814] 
[0.9166779, 0.9678471] 
[1.084895, 1.0414805] 
[1.107171, 1.0232637] 
[0.97316647, 0.86417186] 
[1.2327287, 1.1141946] 
[0.8975075, 0.7968757] 
[1.2092724, 1.1115263] 
[1.0919948, 1.0768416] 
[0.98959047, 0.96817344] 
[1.1110405, 1.1203471] 
[1.2397745, 1.194372] 
[1.0601633, 1.0631604] 
[1.0868224, 0.97461796] 
[1.0243099, 0.9405466] 
[1.036742, 0.9436023] 
[1.1653085, 1.0580454] 
[0.93350804, 0.8345161] 
[1.0844853, 1.2043134] 
[1.1120336, 1.0574785] 
[0.9240515, 0.99904436] 
[1.2659545, 1.3325291] 
[0.9584156, 1.0655527] 
[1.1882858, 1.0858536] 
[1.0573918, 0.9712472] 
[0.99622786, 0.9187298] 
[1.0427555, 0.9408898] 
[0.9953772, 0.92022747] 
[1.0631537, 1.093275] 
[1.1923794, 0.9713811] 
[0.9689258, 1.0364065] 
[1.2695882, 1.0156603] 
[0.9710683, 1.1243104] 
[1.0986602, 0.9657106] 
[1.0496116, 0.9709141] 
[1.0811126, 0.94745874] 
[0.83934736, 0.70605105] 
[1.1478987, 1.0236645] 
[1.2991086, 1.2469698] 
[1.1449287, 0.981149] 
[1.1953857, 1.1267337] 
[1.146785, 1.0441378] 
[1.0165362, 0.8535541] 
[1.1870397, 1.0560062] 
[1.0574453, 0.8912052] 
[1.254374, 1.1024872] 
[1.1859787, 0.9741347] 
[1.0532658, 0.8990263] 
[1.1238508, 0.95435834] 
[1.2252719, 1.1299249] 
[1.1541994, 1.1282029] 
[1.1230807, 1.0128746] 
[1.0886717, 1.0451851] 
[1.1144214, 0.991496] 
[1.0711864, 0.9615281] 
[1.2246804, 1.0546927] 
[1.0280849, 0.93018746] 
[1.245759, 1.1369257] 
[1.1102606, 1.0158441] 
[1.1105593, 1.1953278] 
[1.2267323, 1.1695592] 
[1.0633157, 0.995367] 
[1.0677985, 1.0105824] 
[1.1215158, 1.023109] 
[0.99936426, 0.9348823] 
[1.0466698, 0.9698591] 
[1.0985026, 0.943462] 
[1.1067575, 1.0283911] 
[0.963516, 0.9563025] 
[1.1849806, 1.1039606] 
[0.9838789, 1.020759] 
[0.9951489, 0.9913388] 
[1.0566905, 1.0726154] 
[1.0415077, 0.92788804] 
[1.0800323, 0.98963135] 
[0.9800186, 0.9248623] 
[1.0178996, 0.94852245] 
[1.0493522, 1.0034032] 
[1.0508211, 1.0983151] 
[1.0376031, 1.0689647] 
[1.0378544, 1.0163574] 
[0.909433, 0.9476036] 
[0.9855764, 0.9496426] 
[1.1026617, 1.0200423] 
[1.0802962, 0.9668124] 
