[1.1618054, 1.2142372] 
[1.6359168, 1.6210515] 
[1.3380297, 1.3420968] 
[1.262226, 1.2300103] 
[1.0343099, 1.0236053] 
[1.3563614, 1.2025521] 
[1.015343, 0.82091975] 
[1.0609378, 0.8836827] 
[1.3681903, 1.1810628] 
[1.2846283, 1.0516505] 
[1.7825568, 1.3809192] 
[1.2276598, 1.2762067] 
[1.385225, 1.5103] 
[1.3557975, 1.3141055] 
[1.2876117, 1.1789918] 
[1.1608796, 0.9785212] 
[1.2317322, 1.032697] 
[1.2627313, 1.0856249] 
[1.1675375, 1.0107543] 
[1.2497032, 1.1066648] 
[1.1131926, 1.0352793] 
[1.1476784, 1.1653901] 
[0.7971648, 1.0712464] 
[1.1842842, 1.2120668] 
[1.2201571, 1.2556041] 
[1.343367, 1.2314973] 
[1.2350743, 1.000093] 
[1.2346709, 1.0256428] 
[1.2303272, 1.027643] 
[1.5052228, 1.299921] 
[1.3575863, 1.1165681] 
[1.2765062, 1.199697] 
[1.1800146, 1.27521] 
[1.1601434, 1.1213096] 
[1.2694271, 1.3147814] 
[1.3234403, 1.0675495] 
[1.4043212, 1.1110964] 
[1.2273937, 1.0374043] 
[1.5628433, 1.203169] 
[1.3255441, 1.0492599] 
[1.4599574, 1.2340794] 
[1.3428473, 1.3267369] 
[1.4442409, 1.49677] 
[1.0144992, 1.0892099] 
[1.4725044, 1.3088105] 
[1.2994053, 0.9705087] 
[1.3866844, 1.2149048] 
[1.2731307, 1.0618826] 
[1.1886213, 0.9248743] 
[1.4799311, 1.2764568] 
[1.2197264, 0.91302514] 
[1.1320388, 0.9610281] 
[1.3255777, 1.4131234] 
[1.2687038, 1.4612334] 
[1.3711243, 1.3366196] 
[1.4616034, 1.1616249] 
[1.2443662, 1.1138859] 
[1.3394005, 1.0663301] 
[1.1681417, 0.95950854] 
[1.2638264, 1.1219823] 
[1.2509241, 1.1742823] 
[1.1561654, 1.3941149] 
[1.0660374, 1.3118218] 
[1.1595702, 1.150597] 
[1.4511665, 1.208855] 
[1.3790851, 1.104037] 
[1.2933422, 1.103009] 
[1.3314537, 1.141545] 
[1.4131634, 1.2391198] 
[1.3236967, 1.0709801] 
[1.3024538, 1.5453238] 
[1.402005, 1.7701722] 
[1.1109654, 1.3904295] 
[1.5426061, 1.4060612] 
[1.2582672, 1.3691392] 
[1.2850016, 1.0717309] 
[1.2329881, 1.0453142] 
[1.280315, 1.1029484] 
[1.0649776, 0.89551413] 
[1.5549145, 1.2884991] 
[1.4706731, 1.3040123] 
[1.048733, 1.1888987] 
[1.3179221, 1.0944355] 
[1.3484128, 1.142632] 
[1.2737634, 1.2579373] 
[1.3357139, 1.130593] 
[1.1506746, 0.94999313] 
[1.2072828, 0.8626326] 
[1.1578794, 1.0083961] 
[1.2402862, 1.0201671] 
[1.0114465, 1.1347156] 
[1.3161153, 1.3403347] 
[1.4449042, 1.2633748] 
[1.5154953, 1.284893] 
[1.3035514, 1.1518353] 
[1.3776343, 1.1200155] 
[1.455616, 1.2376068] 
[1.1684804, 1.0640031] 
[1.3954244, 1.1018863] 
[1.7031639, 1.4721329] 
[1.115072, 1.2215495] 
[1.009397, 1.1914262] 
[1.3093076, 1.1094747] 
[1.3111513, 1.4070947] 
[1.4787502, 1.3347359] 
[1.2925041, 1.1282524] 
[1.275497, 1.1098169] 
[1.422528, 1.105239] 
[1.4966733, 1.2355475] 
[1.2682409, 1.0437899] 
[1.3106067, 1.029492] 
[1.490359, 1.4063622] 
[1.3270439, 1.2711236] 
[1.4785092, 1.4515643] 
[1.483197, 1.2331774] 
[1.3961148, 1.1994317] 
[1.1320599, 0.96797025] 
[1.449369, 1.1912991] 
[1.3922547, 1.1798291] 
[1.2618434, 1.0346465] 
[1.0486989, 1.1612825] 
[1.24815, 1.096565] 
[1.110199, 1.09407] 
[1.3268676, 1.2715377] 
[1.420058, 1.4366758] 
[1.1618311, 1.0436572] 
[1.0919242, 0.90903986] 
[1.1336203, 0.96501464] 
[1.191061, 1.0427024] 
[1.0979145, 0.89756536] 
[1.3763297, 1.0593057] 
[1.3778191, 1.2164495] 
[1.1618648, 1.2336676] 
[1.2673216, 1.3488011] 
[1.4358579, 1.2775553] 
[1.1577804, 0.9884404] 
[1.382492, 1.1692401] 
[1.2179685, 1.0504711] 
[1.3754228, 1.0860075] 
[1.1444199, 0.98196346] 
[1.2469416, 1.0007861] 
[1.1510675, 0.9594682] 
[1.2744174, 1.2578714] 
[1.3087522, 1.2259787] 
[1.4620155, 1.2966492] 
[1.1536183, 0.92888916] 
[1.1670058, 1.0207539] 
[1.4062084, 1.234716] 
[1.3170152, 1.0719677] 
[1.3559649, 1.1822323] 
[1.2234242, 1.2148349] 
[1.2293894, 1.241289] 
[1.4844668, 1.2781857] 
[1.1654391, 1.5551653] 
[1.159549, 0.98204106] 
[1.1805832, 1.0056562] 
[1.1963334, 1.0025152] 
[1.233061, 1.0980577] 
[1.3408723, 1.1958021] 
[1.2676785, 1.053194] 
[1.3474686, 1.4136819] 
[1.3390999, 1.422437] 
[1.2413567, 0.93469226] 
[1.1046481, 1.2976894] 
[1.1315312, 1.1977998] 
[1.4025846, 1.0649663] 
[1.1446636, 1.0245143] 
[1.3940552, 1.1972327] 
[1.2794505, 1.1425394] 
[1.4819157, 1.2392979] 
[1.2711327, 1.2696416] 
[1.3951052, 1.3482163] 
[1.3249717, 1.4017324] 
[1.3331319, 1.3147812] 
[1.2639899, 1.201198] 
[1.4161309, 1.1925738] 
[1.2044842, 1.0482855] 
[1.4127055, 1.2076492] 
[1.1619817, 0.9918315] 
[1.4352483, 1.2187207] 
[1.4351625, 1.2462937] 
[1.4221543, 1.4988861] 
[1.2422371, 1.3316379] 
[1.3351806, 1.0156178] 
[1.2415569, 1.2157221] 
[1.4148413, 1.2257787] 
[1.0569546, 0.9130929] 
[1.4481883, 1.2278619] 
[1.396854, 1.2288952] 
[1.4788558, 1.2841899] 
[1.0810097, 1.2446246] 
[1.3201082, 1.0594573] 
[1.4800351, 1.4441617] 
[1.28496, 1.1736887] 
[1.4888182, 1.670493] 
[1.4598694, 1.2504148] 
[1.2407957, 1.1584437] 
[1.5864711, 1.3202331] 
[1.2326918, 1.0633948] 
[1.3724678, 1.2464383] 
[1.3525968, 1.3669658] 
[1.0200987, 1.1789002] 
[0.9898983, 1.2841237] 
[1.2826964, 1.158598] 
[1.2936234, 1.2562661] 
[1.1739674, 1.0420797] 
[1.0269253, 0.9185138] 
[1.1699522, 0.9985409] 
[1.39221, 1.2197125] 
[1.3106844, 1.1046147] 
[1.2474501, 1.3290805] 
[1.1214321, 1.1505165] 
[1.1581078, 1.1278474] 
[1.5670257, 1.6882296] 
[1.1727219, 1.043982] 
[1.3747677, 1.1653125] 
[1.1089921, 0.9657017] 
[1.2456052, 1.068425] 
[1.069085, 0.84710264] 
[1.5204437, 1.2920045] 
[1.2218902, 1.3023148] 
[1.1302493, 1.1694715] 
[1.5864584, 1.5090828] 
[1.2009988, 1.1118561] 
[1.168055, 1.4715694] 
[1.1443045, 0.98665] 
[1.1155155, 0.93841374] 
[1.0310992, 0.87673926] 
[1.6378423, 1.355752] 
[1.2053562, 0.98618597] 
[1.1103113, 1.1243196] 
[1.1113333, 1.4890318] 
[1.2911218, 1.2295277] 
[1.5727397, 1.2637966] 
[1.2902725, 1.0977275] 
[1.3947586, 1.2030118] 
[1.5079328, 1.3077552] 
[1.2009065, 1.0523512] 
[1.3108897, 1.0997064] 
[1.2742532, 1.0722256] 
[1.1786835, 1.2720909] 
[1.4580257, 1.0964669] 
[1.4387721, 1.3203993] 
[1.0774697, 0.9748047] 
[1.2401735, 1.2983866] 
[1.4897661, 1.275171] 
[1.399443, 1.1702003] 
[1.2868383, 1.0758168] 
[1.4879959, 1.2555311] 
[1.1808656, 1.0319576] 
[1.3058983, 1.3890588] 
[1.2535539, 1.3706671] 
[1.2050443, 1.3112693] 
[1.3547636, 1.0839949] 
[1.09938, 1.2547036] 
[1.4281967, 1.2248912] 
[1.419311, 1.2731307] 
[1.1792907, 0.96469295] 
[1.2983152, 1.168838] 
[1.3359394, 1.1100162] 
[1.478243, 1.5464964] 
[0.98564863, 1.0866213] 
[1.1750659, 1.3699399] 
[1.2345846, 1.0823662] 
[1.125001, 1.2832326] 
[1.2159541, 1.0051405] 
[1.1950364, 0.9816642] 
