[1.2260568, 0.97779036] 
[1.1494156, 1.125144] 
[1.1145432, 0.9814693] 
[1.3559735, 1.0705018] 
[1.1598219, 1.1730993] 
[1.431277, 1.2479817] 
[1.1427897, 0.9141711] 
[1.0773027, 0.9036487] 
[1.0935748, 0.8800385] 
[1.097209, 0.93819356] 
[1.2268482, 1.1464026] 
[1.1706028, 1.2076411] 
[1.0224934, 1.1733043] 
[1.1233615, 1.1193907] 
[1.0569322, 1.0608795] 
[1.3792324, 1.1980788] 
[1.1444061, 0.9636789] 
[1.475274, 1.2127025] 
[1.230196, 1.05103] 
[1.2205771, 1.052437] 
[1.3481116, 1.1339291] 
[1.315351, 1.3886591] 
[1.1035194, 1.2334223] 
[1.499789, 1.228414] 
[1.1346977, 1.1168183] 
[1.2571383, 1.0131847] 
[1.0872012, 0.9516282] 
[1.2322202, 1.1129673] 
[1.0840702, 0.9505453] 
[1.3342967, 1.1582112] 
[1.2836388, 1.2104509] 
[1.1445863, 1.2103144] 
[1.1257708, 1.1104705] 
[1.2696435, 1.1121376] 
[1.1575289, 1.2504023] 
[1.1217651, 0.9653084] 
[1.1979741, 0.99178326] 
[1.1570828, 1.0256608] 
[1.1457527, 0.94892675] 
[1.0353434, 0.9042796] 
[1.2280583, 1.1567223] 
[1.2669653, 1.2659035] 
[1.0221277, 1.150326] 
[1.0278935, 1.0539947] 
[1.1869632, 1.0238831] 
[1.2577024, 1.030631] 
[1.2149048, 1.0004215] 
[1.2297044, 1.0466008] 
[1.0614886, 0.9194148] 
[1.2885228, 1.018403] 
[1.2685604, 1.2246952] 
[1.1663959, 1.1558856] 
[1.4872537, 1.4077747] 
[1.1449326, 1.139677] 
[1.1025364, 1.092076] 
[1.1947352, 0.9235407] 
[1.2058899, 0.99688786] 
[1.05154, 0.89706993] 
[1.4043872, 1.1021972] 
[0.9455825, 0.79386544] 
[1.1212311, 1.0772862] 
[1.2143993, 1.2089422] 
[1.0743142, 1.1320537] 
[1.115118, 1.0699424] 
[1.1857333, 1.0712783] 
[1.2868314, 1.0592217] 
[1.369073, 1.1895844] 
[1.230936, 1.0398265] 
[1.1050782, 0.94063085] 
[0.9869361, 0.9457502] 
[1.06011, 1.0646919] 
[1.019804, 1.0514302] 
[1.169085, 1.4393494] 
[0.77453256, 0.813414] 
[1.0638654, 1.0160575] 
[1.243664, 1.0295907] 
[1.081819, 0.88096744] 
[1.0920029, 0.9657729] 
[1.2691141, 1.0781608] 
[1.2595485, 1.107782] 
[1.3174703, 1.2557509] 
[1.0988103, 1.1644846] 
[1.2869816, 1.1587603] 
[1.0727332, 1.0991507] 
[1.0755634, 1.0912645] 
[1.2829428, 1.1529509] 
[1.1339443, 0.9836538] 
[1.3805823, 1.1395335] 
[1.207258, 1.0524716] 
[1.6924171, 1.3054247] 
[0.9357774, 1.0387306] 
[1.347331, 1.2135282] 
[1.0356019, 1.1049753] 
[1.2408745, 1.2054458] 
[1.2299325, 1.1085687] 
[1.2133651, 1.0245756] 
[1.0216501, 0.8432151] 
[1.3979337, 1.1492742] 
[1.2807908, 1.055266] 
[1.4174966, 1.2407606] 
[0.9518769, 1.0975835] 
[1.0489554, 0.99604726] 
[1.0828499, 1.1406648] 
[1.0074794, 1.1093199] 
[1.1590183, 1.3633451] 
[1.2007129, 1.0597235] 
[1.1076262, 0.9353044] 
[1.1698561, 0.9580929] 
[1.233088, 0.9494137] 
[1.1611671, 1.0017881] 
[1.0884666, 1.0954367] 
[1.2906411, 1.1670426] 
[1.2237113, 1.0262969] 
[0.91047454, 0.9384646] 
[1.3325238, 1.1257678] 
[0.9695064, 0.89271677] 
[1.0149144, 0.84352106] 
[1.1645963, 0.9717543] 
[1.1646531, 0.98483753] 
[1.2911352, 1.1152484] 
[1.0616527, 1.107743] 
[1.2652934, 1.1177609] 
[1.0539064, 0.9790896] 
[1.2745314, 1.4577343] 
[1.007377, 1.0534673] 
[1.1192828, 0.9866445] 
[0.9560896, 0.84852445] 
[1.0881267, 0.9010118] 
[1.3346505, 1.1649829] 
[1.210321, 1.0759814] 
[1.1909149, 1.0424709] 
[0.986966, 1.1722463] 
[1.1093428, 1.1017125] 
[1.0491214, 1.1739128] 
[1.0578313, 1.1164188] 
[1.0390944, 0.9481846] 
[1.1325336, 1.0256428] 
[1.2310876, 1.1239142] 
[1.0638251, 0.9931307] 
[1.1370654, 1.028852] 
[1.1334133, 1.1740458] 
[0.9661756, 1.0023443] 
[1.1382704, 1.1190114] 
[1.1564757, 1.0171084] 
[1.2112601, 1.1073774] 
[1.2056154, 1.0471407] 
[1.1568804, 1.0319561] 
[1.1524236, 1.0775394] 
[0.97147644, 0.8960392] 
[1.0146492, 0.87450904] 
[0.8678709, 1.0479314] 
[1.0471125, 1.1184905] 
[1.2681026, 1.2258949] 
[1.1676428, 1.2416149] 
[0.9459101, 1.0317289] 
[1.275181, 1.1395996] 
[1.1212864, 1.0307541] 
[1.1401939, 1.0084081] 
[1.2078784, 1.0746771] 
[1.2041525, 1.0459149] 
[0.9530694, 0.9951438] 
[1.2643204, 1.3955717] 
[1.0318065, 1.1425655] 
[1.1961402, 1.1918011] 
[1.3274125, 1.3811727] 
[1.0448867, 0.90352476] 
[1.1133691, 0.9408716] 
[0.9968866, 0.88903] 
[1.2683429, 1.1225315] 
[1.209725, 1.0441047] 
[1.0479718, 1.0341051] 
[1.2440581, 1.1052002] 
[1.206923, 1.4805897] 
[1.0985258, 1.1703002] 
[1.3256145, 1.2037365] 
[1.0835245, 0.92130566] 
[1.1469164, 1.0150064] 
[1.1066425, 0.9763167] 
[1.1928031, 1.0766981] 
[1.2483144, 1.1034293] 
[0.9998437, 1.0698842] 
[0.9849467, 1.1228315] 
[1.2389688, 1.0836323] 
[1.0495006, 1.0033628] 
[1.0352578, 1.0275666] 
[1.1481459, 1.0075572] 
[1.1732845, 1.0658498] 
[1.1097602, 0.9921007] 
[1.000439, 0.92566764] 
[1.1681147, 1.0569978] 
[1.046204, 1.1536751] 
[1.0662872, 1.0494137] 
[1.1410832, 1.1914556] 
[1.0102265, 1.1519821] 
[1.2527559, 1.1653756] 
[1.125648, 1.021296] 
[1.0781754, 0.97607267] 
[1.3909695, 1.2817602] 
[1.3683147, 1.176153] 
[1.1704121, 1.0460198] 
[0.9969097, 0.8761402] 
[1.1701267, 1.148575] 
[1.4184933, 1.2903311] 
[1.0186791, 1.1015968] 
[1.1222172, 0.93116856] 
[1.1622639, 1.0605135] 
[1.1391692, 1.0109627] 
[1.1530802, 0.93122005] 
[1.0934639, 0.83075213] 
[1.4442388, 1.3331395] 
[1.1150751, 1.1088812] 
[0.9231725, 0.99071693] 
[0.9941091, 0.93050015] 
[0.91592896, 0.9679522] 
[1.1650786, 1.2564096] 
[1.1270372, 0.91705537] 
[1.0795025, 0.96855795] 
[1.4200233, 1.2189407] 
[1.1408464, 0.9854391] 
[1.3088905, 1.1295772] 
[0.98716044, 1.0930194] 
[1.1131045, 1.3347795] 
[0.9426232, 1.1001704] 
[1.0615101, 1.1976488] 
[1.099748, 1.0419197] 
[1.1382548, 1.0000247] 
[1.3122377, 1.1441659] 
[1.0025505, 0.86213195] 
[1.1909478, 1.0740794] 
[1.1012604, 0.9373733] 
[1.084182, 0.968708] 
[1.2071416, 1.2880521] 
[1.1355255, 1.173907] 
[1.0640717, 1.105828] 
[1.0206113, 1.0868287] 
[1.2171202, 1.0703092] 
[1.0525073, 0.90525794] 
[0.9837177, 0.8669208] 
[1.0757501, 0.899189] 
[1.2434862, 1.1312234] 
[1.1290804, 1.1720941] 
[1.0822928, 1.0368028] 
[1.151856, 1.2562196] 
[1.0855093, 1.0914099] 
[0.96227074, 1.0552648] 
[1.2692024, 1.1331687] 
[1.0632209, 0.9404858] 
[1.174387, 1.0158535] 
[1.2118227, 1.0860622] 
[1.1247423, 0.9839272] 
[1.1283879, 1.0465119] 
[1.0641619, 1.0737159] 
[1.0467749, 1.0811192] 
[1.0234733, 1.0207334] 
[1.1682789, 1.1335267] 
[1.0453968, 0.94749486] 
[1.0164675, 0.8676123] 
[1.256392, 1.0455245] 
[1.2278408, 1.0404279] 
[1.0992752, 0.91616356] 
[0.9806633, 0.919834] 
[1.0306883, 1.220129] 
[1.0892644, 1.0548463] 
[1.3480668, 1.1887153] 
[1.1963109, 1.2048404] 
[1.5118535, 1.2342279] 
[1.3557495, 1.0862393] 
[1.1336046, 0.97799927] 
[1.2034588, 1.0177329] 
[1.091161, 0.89293694] 
[1.0193589, 1.0578699] 
[1.168311, 1.0546879] 
[1.2173512, 1.4491961] 
[1.150942, 1.2556934] 
[1.2772267, 1.281939] 
[1.3591633, 1.2197757] 
[1.4627597, 1.2304314] 
[1.1124729, 0.9818961] 
[1.2673142, 1.0837336] 
[1.1127841, 0.92690897] 
[1.1844952, 1.0516326] 
[1.3094106, 1.2196319] 
[1.2093499, 1.1597364] 
[1.2101574, 1.0375936] 
[1.2176166, 1.1420653] 
