[1.1628006, 1.2067795] 
[1.0030783, 1.001735] 
[1.2582445, 1.2640136] 
[1.3050998, 1.3652171] 
[1.1294377, 0.9438904] 
[1.2189219, 1.0518776] 
[1.1339931, 0.9136643] 
[1.1359472, 0.9746776] 
[1.1208818, 0.8782503] 
[1.0251098, 0.853976] 
[1.1896036, 1.1917983] 
[1.4914465, 1.2735778] 
[1.1258986, 0.93116355] 
[1.4242013, 1.2247987] 
[1.2763692, 1.2540162] 
[1.4126867, 1.1945779] 
[1.2865576, 1.077559] 
[1.0990953, 0.959936] 
[1.2098792, 0.979265] 
[1.1684957, 0.98907006] 
[1.1926353, 1.0649307] 
[1.2515005, 1.2127657] 
[1.2573106, 1.3377475] 
[1.2128323, 1.1368326] 
[1.1178306, 0.9525871] 
[1.1272429, 0.941466] 
[1.1927536, 0.9832256] 
[1.127742, 0.9640163] 
[1.2198882, 1.0627849] 
[1.0783157, 0.92123294] 
[1.0888106, 1.4010009] 
[1.3383976, 1.213208] 
[0.9748448, 0.8326833] 
[1.290234, 1.3304745] 
[1.1426382, 1.0032015] 
[1.2857157, 1.0908036] 
[1.3426781, 1.1972964] 
[1.2059681, 1.0364426] 
[1.3844364, 1.1813815] 
[1.184825, 1.0088573] 
[1.1566324, 1.343643] 
[1.0729935, 1.1907655] 
[1.3243418, 1.3672309] 
[1.1587296, 1.1234455] 
[1.0938159, 1.0269365] 
[1.2168212, 1.0444299] 
[1.1093838, 0.96050066] 
[1.0845326, 0.8968854] 
[1.0501041, 0.82269526] 
[1.1490009, 0.9275842] 
[1.174964, 1.328408] 
[1.0581282, 1.118458] 
[0.97136325, 1.0978864] 
[1.401983, 1.3691007] 
[1.1681174, 1.3811414] 
[1.1481171, 0.9304471] 
[1.3330356, 1.066756] 
[1.2816142, 1.0936427] 
[1.3361379, 1.1152229] 
[1.3185828, 1.1420064] 
[1.3191712, 1.198026] 
[1.2460194, 1.1867735] 
[1.1495641, 1.2208593] 
[1.0794036, 1.2828052] 
[1.4560609, 1.3856069] 
[1.3729005, 1.1526308] 
[1.1909525, 0.95209724] 
[1.1368172, 1.0339053] 
[1.0721644, 0.92285025] 
[1.2513628, 1.1266506] 
[1.1874729, 1.1128567] 
[1.3437495, 1.4098749] 
[1.2662876, 1.1033723] 
[1.0413861, 1.1559445] 
[1.1666838, 1.0157893] 
[1.0958292, 0.99306357] 
[1.048851, 0.8848535] 
[1.0692565, 0.9359529] 
[1.2284974, 1.0500107] 
[1.1676822, 1.007896] 
[0.9505299, 0.9917988] 
[1.3519092, 1.2005153] 
[1.4049072, 1.1673688] 
[1.1080673, 1.0750276] 
[1.2885339, 1.1513624] 
[1.0538232, 0.9182037] 
[1.1486936, 1.0037513] 
[1.1563563, 1.0375943] 
[1.246275, 1.127583] 
[1.1327863, 0.914961] 
[1.2931759, 1.2556412] 
[1.0532293, 1.3084424] 
[1.1364021, 1.1480174] 
[1.2050309, 1.2575576] 
[1.1580348, 1.4499631] 
[1.0418195, 0.8630749] 
[1.1388203, 0.9167092] 
[1.1401618, 0.92380047] 
[1.042988, 0.9040128] 
[1.3619059, 1.1803733] 
[1.0042429, 0.9818129] 
[1.1221329, 1.1967753] 
[1.1467152, 1.1772283] 
[1.2062328, 1.4700372] 
[1.1181841, 1.101506] 
[1.2357976, 1.069109] 
[1.4160659, 1.2358122] 
[1.3011924, 1.0648799] 
[1.1716534, 0.9422772] 
[1.0763445, 0.97030747] 
[1.0937512, 1.1964939] 
[1.1834197, 1.3712703] 
[1.2038876, 1.200948] 
[1.1684053, 1.222469] 
[1.0047427, 1.0864732] 
[1.0912266, 0.86418927] 
[1.2738729, 1.0188802] 
[1.2746912, 1.0573789] 
[1.1657953, 0.9386129] 
[1.337373, 1.1303902] 
[0.9887905, 1.1320148] 
[1.2724731, 1.3568518] 
[1.056386, 1.2111166] 
[1.1137247, 1.3749928] 
[1.2689399, 1.3272173] 
[1.1198578, 0.9299185] 
[1.0886114, 0.9118637] 
[0.9400407, 0.8175151] 
[1.1158441, 0.97606206] 
[1.4987082, 1.1957207] 
[1.3473767, 1.2037339] 
[1.5615143, 1.3391299] 
[1.1212177, 1.066341] 
[1.2379408, 1.1792814] 
[1.1438563, 1.2442983] 
[1.2004316, 0.9082325] 
[1.2724615, 1.056838] 
[1.566109, 1.2474428] 
[1.4234359, 1.148473] 
[1.3589067, 1.102502] 
[1.3112388, 1.3432449] 
[1.1718706, 1.391891] 
[1.1686692, 1.2764018] 
[1.06561, 1.2337734] 
[1.0016327, 0.99070776] 
[1.4413699, 1.2276418] 
[1.2107809, 1.0677547] 
[1.2217627, 1.1037328] 
[1.1452844, 0.9971346] 
[1.1865411, 1.0249224] 
[1.2601721, 1.5466238] 
[1.380327, 1.1841753] 
[0.89872384, 1.1072893] 
[1.1021352, 0.94407606] 
[1.2512151, 1.110784] 
[1.2252821, 1.0794631] 
[1.1867373, 0.9882343] 
[1.094531, 0.8847405] 
[1.0423262, 0.89474916] 
[1.375315, 1.1734533] 
[0.99622023, 1.0418538] 
[1.0376049, 1.2626541] 
[1.2911046, 1.0439303] 
[1.146786, 1.0454538] 
[1.0741072, 1.2251066] 
[1.3112149, 1.117609] 
[1.2150565, 1.037041] 
[1.1500193, 1.0229037] 
[1.1286318, 0.97405785] 
[1.0267062, 0.9415504] 
[1.3730061, 1.3359828] 
[1.060584, 1.3387737] 
[1.0403578, 1.1336675] 
[1.1067725, 1.124047] 
[1.3332881, 1.1132677] 
[1.1469507, 1.0172383] 
[1.1830348, 1.0278006] 
[1.3614986, 1.1583182] 
[1.1705275, 1.0596986] 
[1.1431837, 0.94074667] 
[1.2149718, 1.2744703] 
[1.1112396, 0.9266511] 
[1.1668668, 1.1936171] 
[1.1966965, 1.2483814] 
[1.2539353, 1.158811] 
[1.2705865, 1.1290982] 
[1.2284107, 1.0922327] 
[0.87830865, 0.7671825] 
[1.0387425, 0.8563043] 
[1.4286299, 1.192194] 
[1.106673, 1.0786954] 
[1.1648128, 1.1552126] 
[1.0938077, 1.1525812] 
[1.0559995, 1.2008345] 
[1.429173, 1.2386492] 
[1.3147976, 0.92232645] 
[1.3151006, 1.1145384] 
[1.3941972, 1.162391] 
[1.524003, 1.2264428] 
[1.016573, 0.86113197] 
[1.2055302, 1.1773889] 
[1.0484301, 1.1144505] 
[1.2282447, 1.1842613] 
[1.1800208, 1.2497851] 
[1.3679054, 1.4394866] 
[1.1590884, 1.0103259] 
[1.3471401, 1.1557577] 
[1.1062999, 0.9739932] 
[0.99928385, 0.8379048] 
[1.1761513, 0.9873904] 
[1.1091554, 1.0458995] 
[1.3227327, 1.2037809] 
[1.1706061, 1.2316546] 
[1.2678484, 1.0816889] 
[1.1274288, 0.9581882] 
[1.4541892, 1.3088017] 
[1.1721473, 1.0370564] 
[1.2400957, 1.0872306] 
[1.1541169, 1.0200386] 
[1.1081575, 0.95005053] 
[1.1102225, 1.1406696] 
[1.0658085, 1.2078031] 
[1.1553662, 0.9695412] 
[1.2097859, 1.2031665] 
[1.0648842, 1.0009313] 
[0.89009243, 0.8032466] 
[1.4276621, 1.1913508] 
[1.1892428, 1.0151505] 
[1.2624502, 1.0823348] 
[1.0998322, 0.91623306] 
[1.1878264, 1.1111476] 
[1.1598392, 1.2703514] 
[1.0577879, 0.9824178] 
[1.5169722, 1.2123775] 
[1.1490275, 1.2054377] 
[1.1487994, 0.96006054] 
[1.120511, 0.9039773] 
[1.378856, 1.114857] 
[1.1216608, 0.9253882] 
[1.1259447, 0.94014156] 
[1.1345072, 1.0793698] 
[1.1914299, 1.0869253] 
[1.2185402, 1.1192735] 
[1.1393516, 1.2148038] 
[1.0796558, 1.0961397] 
[1.2779546, 1.087976] 
[1.3202313, 1.1219754] 
[1.0954213, 0.9452255] 
[1.0834596, 0.89579827] 
[1.163431, 0.9768547] 
[1.4301081, 1.3976598] 
[1.0731041, 1.1771901] 
[1.4397852, 1.2139051] 
[1.4680312, 1.3861535] 
[1.2694936, 1.2065183] 
