[1.2096548, 1.2968254] 
[1.3577731, 1.2299421] 
[1.0121373, 1.098437] 
[1.2511332, 1.3964041] 
[1.0708205, 1.2176349] 
[1.1902672, 1.0379719] 
[1.5136169, 1.3457596] 
[1.4185805, 1.2231741] 
[1.1811993, 1.0214132] 
[1.1001241, 1.0058147] 
[1.0849688, 1.2581434] 
[1.2522249, 1.2837248] 
[1.1080141, 1.0305324] 
[1.0800593, 1.2771446] 
[1.2720921, 1.3649602] 
[1.4059017, 1.20383] 
[1.176148, 1.0339351] 
[1.5957885, 1.3276384] 
[1.5268129, 1.3411942] 
[1.2531089, 1.0631849] 
[1.4361564, 1.3519018] 
[1.0977223, 1.1921666] 
[1.2005949, 1.2432866] 
[1.5154457, 1.5113782] 
[1.535099, 1.4116533] 
[1.3001854, 1.1294594] 
[1.2432868, 1.089292] 
[1.1035323, 0.912266] 
[1.3580114, 1.2072821] 
[1.4361626, 1.2473893] 
[1.1777401, 1.2229645] 
[1.237705, 1.1738667] 
[1.3055198, 1.2731261] 
[1.2129835, 1.0259131] 
[1.1847086, 1.0726893] 
[1.1751695, 0.95552766] 
[1.3413951, 1.1740388] 
[1.4221947, 1.1586165] 
[1.3732795, 1.1761745] 
[1.2814267, 1.1118131] 
[1.1463282, 1.2257233] 
[1.1691995, 1.2195525] 
[1.0759816, 1.1402647] 
[1.278307, 1.3344222] 
[1.0921226, 1.3750174] 
[1.4123777, 1.1630585] 
[1.1677527, 0.9756496] 
[1.2547649, 1.1190801] 
[1.5371995, 1.2351943] 
[1.2547612, 1.1272459] 
[0.994215, 1.1053295] 
[1.1756998, 1.2515601] 
[1.169961, 1.2000496] 
[1.5158777, 1.3704693] 
[1.1406974, 1.0569715] 
[1.2319598, 1.0718058] 
[1.5028445, 1.2720982] 
[1.2794125, 1.0388014] 
[1.4264463, 1.2364969] 
[1.2874537, 1.1032073] 
[1.1428752, 1.2353271] 
[1.2046074, 0.8406142] 
[1.1990802, 1.2260323] 
[1.1323298, 1.0961282] 
[1.2790368, 1.2818358] 
[1.2482383, 1.048806] 
[1.1039846, 0.8737515] 
[1.5572639, 1.3791559] 
[1.069002, 0.90466803] 
[1.210988, 0.9951655] 
[1.481195, 1.3775407] 
[1.2944593, 1.059881] 
[1.4516804, 1.2284434] 
[1.3020394, 1.4651151] 
[1.1544715, 1.2133789] 
[1.3048491, 1.1704721] 
[1.1507661, 0.9878583] 
[1.0313805, 0.8618689] 
[1.2683613, 1.0605117] 
[1.551247, 1.3353775] 
[1.2619042, 1.3218942] 
[1.2189281, 1.3220774] 
[1.3567767, 1.1780341] 
[1.4007363, 1.2047136] 
[1.0995595, 1.2166352] 
[1.5178059, 1.2655979] 
[1.0361874, 0.9199554] 
[1.1349746, 0.98123163] 
[1.4446101, 1.271124] 
[1.312401, 1.0966249] 
[1.1612707, 1.0405964] 
[1.1979933, 0.9977877] 
[1.4488771, 1.4376028] 
[1.4622934, 1.3172956] 
[1.438355, 1.3697648] 
[1.1735549, 0.98059785] 
[1.206279, 1.0080259] 
[1.2702203, 1.0712963] 
[1.0934315, 0.8568289] 
[1.1778262, 0.98717546] 
[1.161431, 1.2333124] 
[1.2059602, 1.1241776] 
[1.2156079, 1.1132641] 
[1.2729647, 1.2139171] 
[1.3358551, 1.2526745] 
[1.5837634, 1.2565589] 
[0.9462566, 0.81250066] 
[1.2821281, 1.0988424] 
[1.3024969, 1.0316441] 
[1.2361436, 1.0457846] 
[1.1284724, 1.1287229] 
[1.0976601, 1.2455496] 
[1.0749483, 1.2333152] 
[1.1606276, 1.5214528] 
[1.1978891, 1.2642735] 
[1.2154572, 1.0587947] 
[1.128669, 0.9985359] 
[1.2388611, 1.0656114] 
[1.2334335, 1.0102787] 
[1.5015585, 1.2336017] 
[1.1940917, 1.2848278] 
[1.3448586, 1.3512139] 
[1.3590736, 1.2376544] 
[1.6319715, 1.3989103] 
[1.1992306, 1.0078385] 
[1.6647767, 1.3561013] 
[1.0789953, 0.94576204] 
[1.249451, 1.0009637] 
[1.3984411, 1.1405493] 
[1.1860905, 0.97327167] 
[1.2671148, 1.1371717] 
[1.3012993, 1.1863724] 
[1.2829925, 1.1083386] 
[1.1777488, 1.1916463] 
[1.3265274, 1.5551648] 
[1.4675686, 1.2061315] 
[1.172956, 0.95863795] 
[1.3608778, 1.1089036] 
[1.131769, 0.9682476] 
[1.2735155, 0.95860136] 
[1.3901613, 1.5689666] 
[1.1797078, 1.3354607] 
[1.0857418, 1.4201651] 
[1.1573466, 1.1698036] 
[1.333916, 1.1468761] 
[1.2938895, 1.0685596] 
[1.2583311, 1.086966] 
[0.98048043, 0.79035544] 
[1.1742826, 0.97507113] 
[1.4137497, 1.2314508] 
[1.0195855, 0.94263715] 
[1.2534956, 1.2396679] 
[1.3928974, 1.1702453] 
[1.0459137, 1.3000764] 
[1.0932117, 1.1877238] 
[1.3818889, 1.1615148] 
[1.163506, 0.97945595] 
[1.588804, 1.1720431] 
[1.2742747, 1.0157428] 
[1.365025, 1.1684407] 
[1.1486261, 1.2967684] 
[1.14008, 1.0865068] 
[1.3537133, 1.449166] 
[1.3163927, 1.3704913] 
[1.4172639, 1.1646614] 
[1.0382471, 0.89367366] 
[1.347146, 1.081594] 
[1.1299615, 1.0252836] 
[1.1371858, 0.9847655] 
[1.5916376, 1.2773976] 
[1.410749, 1.3777384] 
[1.2700256, 1.1170856] 
[1.2798398, 1.0482665] 
