[1.0084146, 1.0141543] 
[1.0614498, 1.2517695] 
[0.99718946, 1.0686145] 
[0.84994376, 0.9592277] 
[1.1693252, 1.1517224] 
[1.1764226, 1.0574076] 
[1.1835635, 1.0410497] 
[1.1736099, 0.99697924] 
[1.1308899, 1.0147579] 
[1.16222, 1.0113665] 
[1.1765418, 1.0463591] 
[1.2816474, 1.1760128] 
[1.0098615, 1.0905651] 
[1.0179305, 0.96451825] 
[1.1830759, 1.1222358] 
[1.0151374, 0.9238616] 
[1.1829941, 1.0795358] 
[1.2739176, 1.1264908] 
[1.003889, 0.8437707] 
[1.0874065, 0.96723604] 
[1.1094353, 1.154756] 
[1.1023114, 1.0475969] 
[1.1039183, 1.0936348] 
[1.2933949, 1.1712819] 
[1.0361211, 1.0066595] 
[1.081672, 0.91944194] 
[1.0169971, 0.90567774] 
[1.0863189, 0.97446305] 
[0.90876716, 0.806608] 
[1.1639686, 1.0548223] 
[1.0485975, 1.0799749] 
[1.0079664, 1.0313867] 
[1.0615948, 1.1525657] 
[1.0531554, 0.9962305] 
[1.1328511, 1.039079] 
[1.1375885, 0.99517345] 
[1.2739761, 1.1287638] 
[1.019289, 0.89208716] 
[1.17749, 1.0123081] 
[1.0666816, 0.9047476] 
[1.1031451, 0.9465705] 
[1.0995563, 1.0340805] 
[1.0723329, 1.0520988] 
[1.0488242, 1.0484254] 
[1.0722878, 0.98758024] 
[1.0310299, 0.9223216] 
[1.0804902, 0.924689] 
[1.2558249, 1.0846572] 
[1.135385, 1.0270702] 
[1.1504154, 1.0452583] 
[1.2421637, 1.3702898] 
[1.0862324, 1.0912523] 
[1.3102485, 1.353735] 
[1.1504157, 0.94330645] 
[1.0714276, 1.0608149] 
[1.1526887, 0.99461305] 
[1.0378306, 0.9110695] 
[1.2464573, 1.1267352] 
[1.2665718, 1.16183] 
[1.206949, 1.0698584] 
[1.094486, 1.0415313] 
[1.0887319, 1.1559683] 
[1.1237142, 1.1565678] 
[1.1125247, 1.1128044] 
[1.0131558, 0.9099296] 
[0.9578876, 0.86543024] 
[1.0301008, 0.9234092] 
[0.96758485, 0.8882995] 
