[1.2306364, 1.3490517] 
[1.6726246, 1.5203428] 
[1.2355738, 1.1718967] 
[1.5790842, 1.264072] 
[1.346374, 1.3513105] 
[1.027345, 0.8670885] 
[1.4254324, 1.122574] 
[1.3517797, 1.1480932] 
[1.3477535, 1.0951179] 
[1.3737259, 1.1274867] 
[1.6861169, 1.4582121] 
[1.6985773, 1.5358012] 
[1.1627195, 1.2166743] 
[1.501705, 1.2113891] 
[1.1851156, 1.2854165] 
[1.4814098, 1.3014286] 
[1.9387922, 1.6834271] 
[1.6278739, 1.3923876] 
[1.2921454, 1.176225] 
[1.3359789, 1.0493379] 
[0.8446347, 1.3356917] 
[1.3207443, 1.2621171] 
[1.4620059, 1.3848901] 
[1.3052094, 1.1744518] 
[1.4333616, 1.6287639] 
[1.7502993, 1.5225844] 
[1.4796424, 1.1882658] 
[1.6888266, 1.4396083] 
[1.8211348, 1.6845983] 
[1.559025, 1.3358119] 
[1.3309398, 1.3012544] 
[1.1391102, 1.3547142] 
[0.9822888, 1.1270603] 
[1.207705, 1.2885478] 
[1.5208182, 1.3310418] 
[1.1877024, 1.0151951] 
[1.2286462, 1.071197] 
[1.5216136, 1.312257] 
[1.260176, 1.1038815] 
[1.3062171, 1.0215144] 
[1.4285866, 1.2265573] 
[1.3591622, 1.3258604] 
[1.2687454, 1.4426028] 
[1.2218912, 1.1988602] 
[1.2298981, 1.2932689] 
[2.0993047, 1.8590939] 
[1.3760927, 1.1845405] 
[1.3426607, 1.1451699] 
[1.1985482, 0.9831203] 
[1.4791884, 1.275489] 
[1.2309237, 1.1745753] 
[1.3974254, 1.356974] 
[1.4432456, 1.2699249] 
[1.6500579, 1.4640721] 
[1.5486844, 1.3916519] 
[1.4122546, 1.208825] 
[1.485022, 1.3412203] 
[1.3502705, 1.1916543] 
[1.318268, 1.1688893] 
[1.2792116, 1.1528523] 
[1.1692559, 1.1728487] 
[1.4787726, 1.4001676] 
[1.4723711, 1.6148142] 
[1.5354059, 1.3315611] 
[1.1684457, 1.3451319] 
[1.3627369, 1.1577926] 
[1.4610238, 1.2797719] 
[1.5048561, 1.2605147] 
[1.1652327, 1.0325315] 
[1.1915772, 1.0099188] 
[1.5727708, 1.2503397] 
[1.488308, 1.4119313] 
[1.5610529, 1.3715954] 
[1.2289376, 1.2459545] 
[1.344984, 1.540719] 
[1.6483939, 1.2942076] 
[1.7576945, 1.4416395] 
[1.5478264, 1.3680239] 
[1.6184669, 1.4001532] 
[1.4868529, 1.2728196] 
[1.1080091, 1.1338344] 
[1.2615407, 1.4219127] 
[1.172337, 1.1491627] 
[1.376919, 1.4117744] 
[1.6429284, 1.4295144] 
[1.4286674, 1.1928909] 
[1.2968961, 1.1209934] 
[1.3159227, 1.096474] 
[1.3680482, 1.1431686] 
[1.437182, 1.2665651] 
[1.4900116, 1.2512562] 
[0.94148093, 1.5219052] 
[1.25707, 1.2217817] 
[1.1891203, 1.2161031] 
[1.4424876, 1.4931629] 
[1.370948, 1.075731] 
[1.63607, 1.4355793] 
[1.5420983, 1.2876183] 
[1.8747454, 1.475702] 
[1.7737888, 1.3919274] 
[1.4473311, 1.3127548] 
[1.4678242, 1.2646627] 
[1.2798488, 1.47107] 
[1.3965989, 1.3772957] 
[1.1530242, 1.4067502] 
[1.7578714, 1.5574207] 
[1.5059677, 1.3125494] 
[1.5646595, 1.3900998] 
[1.586509, 1.3307962] 
[1.3487077, 1.1406559] 
[1.1968983, 1.2924284] 
[1.3400371, 1.393019] 
[1.7350733, 1.5525262] 
[1.0934001, 1.2593464] 
[1.6491642, 1.5604812] 
[1.6942375, 1.5261515] 
[1.4242039, 1.2006266] 
[1.6809909, 1.3629992] 
[1.4069183, 1.1784477] 
[1.3784077, 1.1110609] 
[1.6088539, 1.3826046] 
[1.2397938, 1.404247] 
[1.4811845, 1.6579205] 
[1.1770825, 1.5375903] 
[1.0020754, 1.3167465] 
[1.6714139, 1.4195724] 
[1.1945462, 0.9235058] 
[1.4528055, 1.2155715] 
[1.5501425, 1.311214] 
[1.2152975, 0.98542094] 
[1.5153699, 1.3159895] 
[1.3939875, 1.4919555] 
[1.2316303, 1.5127586] 
[1.5172195, 1.2694917] 
[1.1025432, 1.1739367] 
[1.2356656, 0.9971844] 
[1.498023, 1.3167557] 
[1.2625871, 1.0612456] 
[1.4364429, 1.0464966] 
[1.4144772, 1.1744105] 
[1.5732753, 1.2527441] 
[1.609166, 1.2773489] 
[1.0201346, 1.1878169] 
[1.5025625, 1.7462708] 
[1.5098357, 1.5617259] 
[1.2809751, 1.1658853] 
[1.5960444, 1.3996434] 
[1.4837945, 1.2546698] 
[1.281959, 1.121197] 
[1.5798314, 1.3894825] 
[1.3825834, 1.2845784] 
[1.7756793, 1.3702292] 
[1.3943136, 1.3132434] 
[1.2171826, 1.5401111] 
[1.4148409, 1.219156] 
[1.2312258, 1.0842608] 
[1.4782064, 1.3471549] 
[1.2181227, 1.0754664] 
[1.1774156, 1.1127901] 
[1.215913, 1.0571234] 
[1.5412024, 1.7312576] 
[1.3167462, 1.3726699] 
[1.2709401, 1.3305066] 
[1.2019082, 0.86852753] 
[1.5266845, 1.7241182] 
[1.4657772, 1.1845737] 
[1.333641, 1.1731074] 
[1.1817026, 1.0288] 
[1.301105, 1.1137416] 
[1.4976608, 1.3410916] 
[1.2693367, 1.5177264] 
[0.9449779, 0.907539] 
[1.4379115, 1.2609835] 
[1.6241306, 1.4583898] 
[1.3550831, 1.3621604] 
