[1.436944, 1.5868359] 
[1.6564345, 1.4585515] 
[1.4093325, 1.3327254] 
[1.2732707, 1.3211573] 
[1.5835607, 1.1828889] 
[1.2954587, 1.0027102] 
[1.7551187, 1.398994] 
[1.3301253, 1.1706864] 
[1.3579049, 1.1150018] 
[1.4890627, 1.2986795] 
[1.4908628, 1.4243455] 
[1.4646087, 1.4863145] 
[1.1250994, 1.1512129] 
[1.3853035, 1.2497516] 
[1.2430637, 1.1589092] 
[1.2894217, 1.1805117] 
[1.5631901, 1.2512552] 
[1.2499566, 1.0553104] 
[1.333569, 1.1932106] 
[1.5288227, 1.3812326] 
[1.797143, 1.515834] 
[1.2395182, 1.309413] 
[1.2705266, 1.6193002] 
[1.7376074, 1.5903511] 
[1.5094007, 1.3079289] 
[1.4242394, 1.2891469] 
[1.0443274, 0.895908] 
[1.6004463, 1.4060502] 
[1.4690654, 1.3033803] 
[1.6239486, 1.3181691] 
[1.3849852, 1.4078178] 
[1.7376268, 1.6911564] 
[1.2972845, 1.4170315] 
[1.5848527, 1.5706153] 
[1.5079354, 1.4012747] 
[1.1736771, 1.0040007] 
[1.647976, 1.4019179] 
[1.2802213, 1.0929003] 
[1.5504718, 1.3713315] 
[1.2362227, 1.1732621] 
[1.2683525, 1.1441197] 
[1.3299593, 1.6091331] 
[1.4238282, 1.4749479] 
[1.2789896, 1.6811514] 
[1.116425, 1.1613487] 
[1.4124548, 1.1338122] 
[1.5764554, 1.3849388] 
[1.1876302, 1.0564457] 
[1.2802901, 1.1104541] 
[1.2803876, 1.0587713] 
[1.4476593, 1.1872392] 
[1.6555314, 1.5398852] 
[1.6100466, 1.3126836] 
[1.751085, 1.5963769] 
[1.517494, 1.4971149] 
[1.6053852, 1.3942577] 
[1.2363873, 1.051604] 
[1.680609, 1.3552147] 
[1.3825436, 1.1186545] 
[1.3244377, 1.1115112] 
[1.6314343, 1.5958691] 
[1.6588292, 1.5208776] 
[1.4140416, 1.5157472] 
[1.1966351, 0.99712276] 
[1.402011, 1.2095859] 
[1.3005011, 1.1492686] 
[1.4290061, 1.2172124] 
[1.5522901, 1.4060568] 
[1.4914212, 1.2397954] 
[1.4096818, 1.2320282] 
[1.0974874, 1.3455507] 
[1.4876888, 1.3718121] 
[1.5382748, 1.8383904] 
[1.518014, 1.242807] 
[1.4268856, 1.3027041] 
[1.4955406, 1.2827201] 
[1.668535, 1.4551183] 
[1.5007526, 1.2331901] 
[1.4190493, 1.2096412] 
[1.0701611, 0.86712694] 
[1.3335502, 1.4039527] 
[1.4337497, 1.2840357] 
[1.6129253, 1.4501514] 
[1.272076, 1.4060483] 
[1.5039856, 1.5993218] 
[1.4592121, 1.2794487] 
[1.403647, 1.1358325] 
[1.3673931, 1.2363553] 
[1.5274942, 1.2798237] 
[1.550049, 1.33166] 
[1.8617351, 1.7104479] 
[1.21243, 1.3402491] 
[1.1716118, 1.3376659] 
[1.0801972, 1.3544264] 
[1.2399087, 1.430928] 
[1.4652176, 1.2482674] 
[1.682857, 1.4866304] 
