[1.0342939, 1.0780165] 
[1.088095, 1.1011465] 
[1.2001603, 1.0458478] 
[1.1218711, 1.0079803] 
[1.2020547, 1.1027752] 
[1.1269596, 1.0002191] 
[1.0260961, 0.9594266] 
[1.000211, 0.90160847] 
[0.95375144, 0.874472] 
[1.0321174, 0.951342] 
[1.0037907, 0.93351996] 
[1.0481522, 0.99622864] 
[0.91291404, 0.91680837] 
[1.0845966, 1.1403745] 
[1.1568942, 1.0185217] 
[1.105803, 1.0087612] 
[1.2037249, 1.131736] 
[0.9692139, 0.88799655] 
[1.0644045, 0.97812] 
[1.0366285, 0.9519079] 
[1.1304693, 1.1178892] 
[1.1695664, 1.030752] 
[1.0626113, 1.0748979] 
[1.0758052, 1.0964026] 
[1.0073605, 0.9645214] 
[1.1499208, 1.0430664] 
[0.8866061, 0.8013519] 
[1.0204992, 0.9213411] 
[1.113582, 0.9963324] 
[1.0541122, 0.9727685] 
[1.1276233, 1.0794296] 
[0.9756176, 0.9585327] 
[1.2332793, 1.1054506] 
[1.0826244, 1.0570515] 
[1.153199, 1.1734781] 
[1.1053091, 1.0082127] 
[1.0795476, 0.9865043] 
[1.1067326, 0.97374904] 
[0.90366775, 0.8146894] 
[1.2893693, 1.1553407] 
[1.0194926, 1.0153619] 
[1.1676772, 1.1842811] 
[1.03319, 1.2267182] 
[0.9740801, 1.0082719] 
[1.1443901, 1.0644472] 
[0.8997489, 0.7926466] 
[1.1572126, 1.0070436] 
[1.1261297, 0.9756783] 
[0.9979769, 0.8608062] 
[1.1595354, 1.0220796] 
[1.2081751, 1.113605] 
[1.0806595, 0.99691117] 
[0.84834945, 0.86083436] 
[0.9376545, 0.7883523] 
[1.1672888, 1.0822138] 
[1.0331979, 0.924293] 
[1.0175416, 0.87931895] 
[1.0765502, 0.9462749] 
[1.1606278, 1.0688019] 
[0.94465625, 0.8508241] 
[1.0417298, 1.1018279] 
[1.0929444, 0.90458906] 
[0.9137199, 0.96567726] 
[1.1072426, 0.97803926] 
[0.973547, 0.83813107] 
[1.2123754, 1.1205721] 
[1.1568049, 1.0600216] 
[1.1283107, 1.058614] 
[0.99422467, 0.91305083] 
[1.0864077, 1.0385324] 
[1.0670774, 1.0668492] 
[1.105264, 1.134789] 
[1.1489079, 1.179263] 
[1.0755279, 1.0489964] 
[1.1193123, 1.0821218] 
[1.1849241, 1.0818578] 
[1.156908, 1.0802186] 
[1.0524193, 0.96482325] 
[1.0940322, 0.9977112] 
[0.9377452, 0.82168436] 
[1.0546224, 0.9151331] 
[1.1690524, 1.079046] 
[1.0233594, 1.0225434] 
[0.92828774, 0.912201] 
[1.036386, 0.9864298] 
[1.0402693, 0.9979475] 
[1.1534929, 1.0520834] 
[0.92931116, 0.8487063] 
[1.0607398, 0.9716431] 
[1.0630103, 0.9819915] 
[1.0118049, 1.0010493] 
[1.0260084, 1.0474684] 
[1.3320442, 1.1757851] 
[0.99571705, 0.993815] 
[1.1479661, 1.1398823] 
[1.2358811, 1.0949984] 
[0.8838151, 0.7818755] 
[1.1146382, 1.0038168] 
[1.1981643, 1.0449061] 
[0.9259107, 0.76903355] 
[1.3069671, 1.307311] 
[0.85377175, 0.99555194] 
[1.271226, 1.2359375] 
[1.0496712, 0.97272885] 
[1.2861822, 1.3476602] 
[0.82790905, 0.7197695] 
[1.1402009, 1.0446938] 
[1.1600652, 1.0329669] 
[1.2089272, 1.0445924] 
[1.0861079, 0.9589881] 
[1.1001087, 1.1665735] 
[1.0238233, 0.9748752] 
[1.0642813, 1.0248] 
[1.1003747, 1.0359055] 
[0.9490368, 0.9239805] 
[1.0312028, 0.9429178] 
[0.9890042, 0.86912745] 
[1.0206133, 0.91950154] 
[1.130651, 1.0030257] 
[1.2026758, 1.0648618] 
[1.1001256, 0.97733545] 
[0.9537662, 0.9072639] 
[0.72722447, 0.8646753] 
[1.5015515, 1.5610201] 
[0.7968912, 0.9562714] 
[1.1162097, 1.0205531] 
[1.1721419, 1.0655792] 
[1.1416676, 1.0732491] 
[1.2796581, 1.0247765] 
[1.15747, 1.0611978] 
[1.0790491, 1.0287131] 
[1.1729686, 1.1876488] 
[1.0522121, 1.1580538] 
[1.1742878, 1.1761605] 
[1.0906308, 1.03263] 
[1.0215441, 0.92997104] 
[1.0407352, 0.9866784] 
[1.0330734, 0.97438645] 
[1.101888, 1.0353193] 
[1.0794523, 1.0042644] 
[1.0506505, 1.1404599] 
[1.040009, 1.0793276] 
[1.1008229, 1.0687244] 
[1.0630599, 1.0562556] 
[1.091026, 1.0485473] 
[1.0156987, 0.9068929] 
[1.0357711, 0.9546753] 
[1.2049961, 1.1160214] 
[1.0843577, 1.0161595] 
[1.1124623, 1.0083555] 
[1.0654857, 0.998368] 
[1.0725303, 1.0552328] 
[1.0887175, 1.0802367] 
[1.0214963, 0.98240864] 
[1.032026, 1.1138206] 
[1.0100973, 0.9142332] 
[1.0544786, 0.95991755] 
[1.0734924, 0.9990983] 
[1.1299307, 1.0083108] 
[1.0164101, 0.8946756] 
[1.1224511, 1.1513611] 
[0.9489004, 0.92746156] 
[1.1866527, 1.125793] 
[1.0151451, 0.90483725] 
[1.0291862, 1.0575047] 
[0.98686165, 0.8865132] 
[1.0118775, 0.9126302] 
[1.0051444, 0.8935137] 
[0.95158064, 0.86304295] 
[0.9821213, 0.90603137] 
[1.0862515, 1.0501938] 
[0.9940698, 0.9523981] 
[0.95794463, 0.98719305] 
[0.948269, 0.8946728] 
[0.93836415, 0.93482435] 
[1.1719096, 1.0824721] 
[1.1315436, 0.9918938] 
[1.1426061, 1.0152049] 
[1.0470314, 0.97264385] 
[0.9761349, 0.9008464] 
[1.0152705, 0.9858931] 
[0.8826171, 0.94002736] 
[1.1795642, 1.2143908] 
[1.1094267, 1.0796988] 
[1.0392678, 1.0320137] 
[1.0598019, 0.94165003] 
[0.9804577, 0.90967655] 
